Parent_Airline,Airline,Aircraft_Type,Current,Future,Historic,Total,Orders,Unit_Cost,Total_Cost,Average_Age
Air Transport International,Air Transport International,Boeing 757,8.0,0.0,0.0,8.0,0.0,73.0,580.0,27.2
Air Transport International,Air Transport International,Boeing 767,9.0,0.0,5.0,14.0,0.0,187.0,1682.0,30.4
Air Transport International,Air Transport International,McDonnell Douglas DC-8,0.0,0.0,42.0,42.0,0.0,6.0,0.0,0.0
Air Transport Services,ABX Air,Boeing 767,28.0,0.0,27.0,55.0,0.0,187.0,5233.0,30.5
Air Transport Services,ABX Air,McDonnell Douglas DC-8,0.0,0.0,16.0,16.0,0.0,6.0,0.0,0.0
Air Transport Services,ABX Air,McDonnell Douglas DC-9,0.0,0.0,74.0,74.0,0.0,45.0,0.0,0.0
Air Wisconsin,Air Wisconsin,British Aerospace BAe 146/Avro RJ,0.0,0.0,26.0,26.0,0.0,14.0,0.0,0.0
Air Wisconsin,Air Wisconsin,British Aerospace BAe ATP,0.0,0.0,10.0,10.0,0.0,14.0,0.0,0.0
Air Wisconsin,Air Wisconsin,Canadair CRJ-100 Series,66.0,0.0,5.0,71.0,0.0,32.0,2102.0,14.4
Air Wisconsin,Air Wisconsin,De Havilland Canada DHC-8 Dash 8,0.0,0.0,12.0,12.0,0.0,7.0,0.0,0.0
Air Wisconsin,Air Wisconsin,Dornier Do-328,0.0,0.0,23.0,23.0,0.0,8.0,0.0,0.0
AirAsia,AirAsia,Airbus A320,77.0,0.0,30.0,107.0,301.0,98.0,7546.0,6.2
AirAsia,AirAsia India,Airbus A320,8.0,0.0,0.0,8.0,12.0,98.0,784.0,6.6
AirAsia,AirAsia Japan,Airbus A320,2.0,0.0,5.0,7.0,0.0,98.0,196.0,1.1
AirAsia,Thai AirAsia,Airbus A320,50.0,2.0,0.0,52.0,0.0,98.0,4900.0,5.0
AirAsia,Indonesia AirAsia,Airbus A320,17.0,0.0,17.0,34.0,0.0,98.0,1666.0,6.0
AirAsia,Indonesia AirAsia X,Airbus A320,5.0,0.0,0.0,5.0,30.0,98.0,490.0,7.6
AirAsia,AirAsia X,Airbus A330,22.0,0.0,8.0,30.0,66.0,240.0,5280.0,4.0
AirAsia,Thai AirAsia X,Airbus A330,6.0,0.0,0.0,6.0,0.0,240.0,1440.0,7.8
AirAsia,Indonesia AirAsia X,Airbus A330,2.0,0.0,0.0,2.0,0.0,240.0,480.0,11.4
AirAsia,AirAsia X,Airbus A340,0.0,0.0,2.0,2.0,0.0,216.0,0.0,0.0
AirAsia,AirAsia,Boeing 737,0.0,0.0,32.0,32.0,0.0,74.0,0.0,0.0
AirAsia,Thai AirAsia,Boeing 737,0.0,0.0,14.0,14.0,0.0,74.0,0.0,0.0
AirAsia,Indonesia AirAsia,Boeing 737,0.0,0.0,12.0,12.0,0.0,74.0,0.0,0.0
AirAsia,AirAsia,Boeing 747,0.0,0.0,3.0,3.0,0.0,316.0,0.0,0.0
AirAsia,AirAsia,McDonnell Douglas MD-11,0.0,0.0,1.0,1.0,0.0,175.0,0.0,0.0
Alaska Airlines,Alaska Airlines,Boeing 737,157.0,2.0,39.0,198.0,57.0,74.0,11615.0,9.0
Alaska Airlines,Alaska Airlines,Canadair CRJ-700,1.0,0.0,7.0,8.0,0.0,41.0,41.0,15.2
Alaska Airlines,Horizon Air,Canadair CRJ-700,0.0,0.0,21.0,21.0,0.0,41.0,0.0,0.0
Alaska Airlines,Horizon Air,De Havilland Canada DHC-8 Dash 8,52.0,0.0,56.0,108.0,2.0,31.0,1628.0,10.2
Alaska Airlines,Horizon Air,Dornier Do-328,0.0,0.0,12.0,12.0,0.0,8.0,0.0,0.0
Alaska Airlines,Alaska Airlines,Embraer ERJ-170,15.0,0.0,0.0,15.0,0.0,39.0,581.0,0.8
Alitalia,Alitalia,Airbus A300,0.0,0.0,14.0,14.0,0.0,75.0,0.0,0.0
Alitalia,Alitalia,Airbus A319,22.0,0.0,0.0,22.0,0.0,90.0,1971.0,9.7
Alitalia,Alitalia,Airbus A320,44.0,0.0,10.0,54.0,6.0,98.0,4312.0,9.9
Alitalia,Alitalia,Airbus A321,12.0,0.0,11.0,23.0,0.0,115.0,1379.0,19.4
Alitalia,Alitalia,Airbus A330,14.0,0.0,0.0,14.0,1.0,240.0,3360.0,7.6
Alitalia,Alitalia,ATR 42/72,0.0,0.0,14.0,14.0,0.0,22.0,0.0,0.0
Alitalia,Alitalia,Boeing 737,0.0,0.0,2.0,2.0,0.0,74.0,0.0,0.0
Alitalia,Alitalia,Boeing 747,0.0,0.0,21.0,21.0,0.0,316.0,0.0,0.0
Alitalia,Alitalia,Boeing 767,0.0,0.0,14.0,14.0,0.0,187.0,0.0,0.0
Alitalia,Alitalia,Boeing 777,11.0,0.0,0.0,11.0,1.0,295.0,3240.0,13.6
Alitalia,Alitalia Cityliner,Canadair CRJ-900,0.0,0.0,10.0,10.0,0.0,46.0,0.0,0.0
Alitalia,Alitalia Cityliner,Embraer ERJ-170,15.0,0.0,0.0,15.0,0.0,39.0,581.0,4.6
Alitalia,Alitalia Cityliner,Embraer ERJ-190,5.0,0.0,0.0,5.0,0.0,46.0,231.0,5.0
Alitalia,Alitalia,McDonnell Douglas DC-10,0.0,0.0,8.0,8.0,0.0,145.0,0.0,0.0
Alitalia,Alitalia,McDonnell Douglas DC-8,0.0,0.0,27.0,27.0,0.0,6.0,0.0,0.0
Alitalia,Alitalia,McDonnell Douglas DC-9,0.0,0.0,46.0,46.0,0.0,45.0,0.0,0.0
Alitalia,Alitalia,McDonnell Douglas MD-11,0.0,0.0,8.0,8.0,0.0,175.0,0.0,0.0
Alitalia,Alitalia,McDonnell Douglas MD-80,0.0,0.0,90.0,90.0,0.0,45.0,0.0,0.0
All Nippon Airways,Vanilla Air,Airbus A320,10.0,2.0,3.0,15.0,0.0,98.0,980.0,2.0
All Nippon Airways,ANA Wings,Boeing 737,18.0,0.0,7.0,25.0,0.0,74.0,1332.0,19.6
All Nippon Airways,ANA Wings,De Havilland Canada DHC-8 Dash 8,21.0,0.0,5.0,26.0,9.0,31.0,657.0,9.3
All Nippon Airways,All Nippon Airways,Airbus A320,10.0,3.0,23.0,36.0,7.0,98.0,980.0,21.2
All Nippon Airways,All Nippon Airways,Airbus A321,2.0,2.0,7.0,11.0,28.0,115.0,230.0,0.1
All Nippon Airways,All Nippon Airways,Boeing 737,43.0,0.0,44.0,87.0,0.0,74.0,3181.0,5.5
All Nippon Airways,All Nippon Airways,Boeing 747,0.0,0.0,46.0,46.0,0.0,316.0,0.0,0.0
All Nippon Airways,All Nippon Airways,Boeing 767,49.0,0.0,50.0,99.0,0.0,187.0,9158.0,15.7
All Nippon Airways,All Nippon Airways,Boeing 777,55.0,0.0,2.0,57.0,26.0,295.0,16200.0,12.0
All Nippon Airways,All Nippon Airways,Boeing 787 Dreamliner,56.0,3.0,0.0,59.0,27.0,265.0,14846.0,2.6
Allegiant Air,Allegiant Air,Airbus A319,17.0,6.0,0.0,23.0,19.0,90.0,1523.0,11.5
Allegiant Air,Allegiant Air,Airbus A320,16.0,0.0,0.0,16.0,15.0,98.0,1568.0,17.1
Allegiant Air,Allegiant Air,Boeing 757,4.0,0.0,2.0,6.0,0.0,73.0,290.0,23.6
Allegiant Air,Allegiant Air,McDonnell Douglas DC-9,0.0,0.0,3.0,3.0,0.0,45.0,0.0,0.0
Allegiant Air,Allegiant Air,McDonnell Douglas MD-80,48.0,0.0,13.0,61.0,0.0,45.0,2160.0,26.9
American Airlines,American Airlines,Airbus A300,0.0,0.0,35.0,35.0,0.0,75.0,0.0,0.0
American Airlines,American Airlines,Airbus A319,125.0,0.0,0.0,125.0,0.0,90.0,11200.0,12.8
American Airlines,American Airlines,Airbus A320,51.0,0.0,17.0,68.0,0.0,98.0,4998.0,15.5
American Airlines,American Airlines,Airbus A321,197.0,12.0,0.0,209.0,122.0,115.0,22635.0,4.9
American Airlines,American Airlines,Airbus A330,24.0,0.0,0.0,24.0,0.0,240.0,5760.0,9.3
American Airlines,American Airlines,Airbus A350 XWB,0.0,1.0,0.0,1.0,22.0,312.0,0.0,0.0
American Airlines,American Eagle,ATR 42/72,0.0,0.0,70.0,70.0,0.0,22.0,0.0,0.0
American Airlines,American Airlines,Boeing 717,0.0,0.0,29.0,29.0,0.0,37.0,0.0,0.0
American Airlines,American Airlines,Boeing 737,282.0,4.0,46.0,332.0,121.0,74.0,20862.0,7.7
American Airlines,American Airlines,Boeing 747,0.0,0.0,19.0,19.0,0.0,316.0,0.0,0.0
American Airlines,American Airlines,Boeing 757,51.0,0.0,126.0,177.0,0.0,73.0,3698.0,17.9
American Airlines,American Airlines,Boeing 767,33.0,0.0,74.0,107.0,0.0,187.0,6168.0,19.9
American Airlines,American Airlines,Boeing 777,67.0,0.0,0.0,67.0,0.0,295.0,19735.0,12.1
American Airlines,American Airlines,Boeing 787 Dreamliner,20.0,6.0,0.0,26.0,22.0,265.0,5302.0,1.2
American Airlines,American Airlines,British Aerospace BAe 146/Avro RJ,0.0,0.0,8.0,8.0,0.0,14.0,0.0,0.0
American Airlines,PSA Airlines,Canadair CRJ-100 Series,35.0,0.0,0.0,35.0,0.0,32.0,1115.0,12.8
American Airlines,PSA Airlines,Canadair CRJ-700,26.0,35.0,0.0,61.0,0.0,41.0,1066.0,12.2
American Airlines,American Eagle,Canadair CRJ-700,45.0,0.0,12.0,57.0,0.0,41.0,1845.0,10.1
American Airlines,PSA Airlines,Canadair CRJ-900,54.0,0.0,0.0,54.0,0.0,46.0,2484.0,1.5
American Airlines,American Eagle,Canadair CRJ-900,61.0,0.0,0.0,61.0,0.0,46.0,2806.0,1.5
American Airlines,Piedmont Airlines,De Havilland Canada DHC-8 Dash 8,34.0,0.0,75.0,109.0,0.0,31.0,1064.0,26.1
American Airlines,PSA Airlines,Dornier Do-328,0.0,0.0,28.0,28.0,0.0,8.0,0.0,0.0
American Airlines,American Eagle,Embraer ERJ-145,97.0,0.0,120.0,217.0,0.0,20.0,1901.0,14.0
American Airlines,Piedmont Airlines,Embraer ERJ-145,10.0,0.0,0.0,10.0,0.0,20.0,196.0,17.7
American Airlines,American Eagle,Embraer ERJ-170,94.0,2.0,0.0,96.0,0.0,39.0,3638.0,1.9
American Airlines,Envoy Air,Embraer ERJ-170,26.0,2.0,0.0,28.0,0.0,39.0,1006.0,0.6
American Airlines,American Airlines,Embraer ERJ-190,20.0,0.0,0.0,20.0,0.0,46.0,924.0,9.1
American Airlines,American Airlines,Fokker F70 / F100,0.0,0.0,75.0,75.0,0.0,20.0,0.0,0.0
American Airlines,American Airlines,McDonnell Douglas DC-10,0.0,0.0,66.0,66.0,0.0,145.0,0.0,0.0
American Airlines,American Airlines,McDonnell Douglas DC-8,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0
American Airlines,American Airlines,McDonnell Douglas MD-11,0.0,0.0,19.0,19.0,0.0,175.0,0.0,0.0
American Airlines,American Airlines,McDonnell Douglas MD-80,58.0,0.0,325.0,383.0,0.0,45.0,2610.0,22.2
American Airlines,American Airlines,McDonnell Douglas MD-90,0.0,0.0,5.0,5.0,0.0,45.0,0.0,0.0
American Airlines,American Eagle,Saab 340,0.0,0.0,52.0,52.0,0.0,8.0,0.0,0.0
Asiana Airlines,Asiana Airlines,Airbus A320,7.0,0.0,4.0,11.0,0.0,98.0,686.0,9.3
Asiana Airlines,Air Busan,Airbus A320,6.0,0.0,0.0,6.0,0.0,98.0,588.0,10.9
Asiana Airlines,Asiana Airlines,Airbus A321,23.0,0.0,17.0,40.0,27.0,115.0,2643.0,5.7
Asiana Airlines,Air Seoul,Airbus A321,3.0,0.0,0.0,3.0,0.0,115.0,345.0,3.8
Asiana Airlines,Air Busan,Airbus A321,12.0,0.0,0.0,12.0,0.0,115.0,1379.0,13.5
Asiana Airlines,Asiana Airlines,Airbus A330,15.0,0.0,0.0,15.0,0.0,240.0,3600.0,7.3
Asiana Airlines,Asiana Airlines,Airbus A350,0.0,1.0,0.0,1.0,30.0,312.0,0.0,0.0
Asiana Airlines,Asiana Airlines,Airbus A380,5.0,1.0,0.0,6.0,1.0,433.0,2163.0,2.0
Asiana Airlines,Asiana Airlines,Boeing 737,0.0,0.0,34.0,34.0,0.0,74.0,0.0,0.0
Asiana Airlines,Air Busan,Boeing 737,0.0,0.0,7.0,7.0,0.0,74.0,0.0,0.0
Asiana Airlines,Asiana Airlines,Boeing 747,14.0,0.0,4.0,18.0,0.0,316.0,4421.0,20.9
Asiana Airlines,Asiana Airlines,Boeing 767,8.0,0.0,11.0,19.0,0.0,187.0,1495.0,20.3
Asiana Airlines,Asiana Airlines,Boeing 777,11.0,0.0,2.0,13.0,0.0,295.0,3240.0,10.1
Atlas Air,Atlas Air,Boeing 737,0.0,0.0,1.0,1.0,0.0,74.0,0.0,0.0
Atlas Air,Atlas Air,Boeing 747,32.0,0.0,45.0,77.0,0.0,316.0,10106.0,14.1
Atlas Air,Atlas Air,Boeing 757,0.0,0.0,1.0,1.0,0.0,73.0,0.0,0.0
Atlas Air,Atlas Air,Boeing 767,25.0,0.0,1.0,26.0,19.0,187.0,4673.0,24.1
Avianca,AeroUnion,Airbus A300,5.0,0.0,2.0,7.0,0.0,75.0,375.0,35.8
Avianca,Avianca,Airbus A318,10.0,0.0,0.0,10.0,0.0,66.0,663.0,11.8
Avianca,Avianca Brazil,Airbus A318,13.0,0.0,2.0,15.0,0.0,66.0,862.0,8.7
Avianca,Avianca,Airbus A319,30.0,0.0,6.0,22.0,28.0,90.0,2688.0,3.9
Avianca,Avianca Brazil,Airbus A319,4.0,0.0,0.0,4.0,0.0,90.0,358.0,6.1
Avianca,Avianca Ecuador,Airbus A319,6.0,0.0,1.0,7.0,0.0,90.0,538.0,12.8
Avianca,Avianca Peru,Airbus A319,5.0,0.0,0.0,1.0,0.0,90.0,448.0,9.2
Avianca,Avianca El Salvador/TACA Airlines,Airbus A319,8.0,0.0,3.0,11.0,0.0,90.0,717.0,8.6
Avianca,Avianca,Airbus A320,40.0,1.0,3.0,44.0,111.0,98.0,3920.0,5.0
Avianca,Avianca Brazil,Airbus A320,29.0,3.0,1.0,33.0,61.0,98.0,2842.0,2.5
Avianca,Avianca Ecuador,Airbus A320,4.0,0.0,0.0,4.0,0.0,98.0,392.0,6.8
Avianca,Avianca Peru,Airbus A320,5.0,0.0,0.0,1.0,0.0,98.0,490.0,12.2
Avianca,Avianca El Salvador/TACA Airlines,Airbus A320,18.0,0.0,1.0,19.0,0.0,98.0,1764.0,8.9
Avianca,Avianca,Airbus A321,9.0,0.0,0.0,9.0,6.0,115.0,1034.0,2.1
Avianca,Avianca El Salvador/TACA Airlines,Airbus A321,6.0,0.0,3.0,9.0,0.0,115.0,689.0,9.3
Avianca,Avianca Brazil,Airbus A330,0.0,2.0,2.0,4.0,6.0,115.0,0.0,0.0
Avianca,Avianca,Airbus A330,8.0,0.0,4.0,12.0,0.0,240.0,1920.0,5.6
Avianca,Avianca Peru,Airbus A330,2.0,0.0,0.0,1.0,0.0,240.0,480.0,5.0
Avianca,Avianca El Salvador/TACA Airlines,Airbus A330,1.0,0.0,0.0,1.0,0.0,240.0,240.0,0.0
Avianca,Avianca Cargo Colombia,Airbus A330,6.0,0.0,0.0,6.0,0.0,240.0,1440.0,3.3
Avianca,Avianca,ATR 42/72,9.0,0.0,0.0,9.0,0.0,22.0,199.0,2.8
Avianca,Avianca Guatemala,ATR 42/72,4.0,0.0,0.0,4.0,0.0,22.0,88.0,2.2
Avianca,Avianca Honduras,ATR 42/72,2.0,0.0,5.0,7.0,0.0,22.0,44.0,2.2
Avianca,Avianca,Boeing 727,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Avianca,Avianca,Boeing 737,0.0,0.0,2.0,2.0,0.0,74.0,0.0,0.0
Avianca,Avianca,Boeing 747,0.0,0.0,7.0,7.0,0.0,316.0,0.0,0.0
Avianca,Avianca,Boeing 757,0.0,0.0,21.0,21.0,0.0,73.0,0.0,0.0
Avianca,Avianca,Boeing 767,0.0,0.0,10.0,10.0,0.0,187.0,0.0,0.0
Avianca,AeroUnion,Boeing 767,2.0,0.0,0.0,2.0,0.0,187.0,374.0,29.5
Avianca,Avianca Cargo Colombia,Boeing 767,0.0,0.0,5.0,5.0,0.0,187.0,0.0,0.0
Avianca,Avianca,Boeing 787 Dreamliner,9.0,2.0,0.0,11.0,6.0,265.0,2386.0,1.5
Avianca,Avianca El Salvador/TACA Airlines,Embraer E-190,8.0,0.0,2.0,10.0,0.0,46.0,370.0,7.2
Avianca,Avianca,Fokker F50 / F60,0.0,0.0,10.0,10.0,0.0,18.0,0.0,0.0
Avianca,Avianca,Fokker F70 / F100,0.0,0.0,15.0,15.0,0.0,20.0,0.0,0.0
Avianca,Avianca Brazil,Fokker F70 / F100,0.0,0.0,14.0,14.0,0.0,20.0,0.0,0.0
Avianca,Avianca,McDonnell Douglas MD-11,0.0,0.0,1.0,1.0,0.0,175.0,0.0,0.0
Avianca,Avianca,McDonnell Douglas MD-80,0.0,0.0,18.0,18.0,0.0,45.0,0.0,0.0
Azul,Azul,Airbus A320,4.0,4.0,0.0,8.0,59.0,98.0,392.0,0.1
Azul,Azul,Airbus A330,5.0,0.0,2.0,7.0,0.0,240.0,1200.0,14.1
Azul,Azul,Airbus A350 XWB,0.0,1.0,0.0,1.0,5.0,312.0,0.0,0.0
Azul,Azul,ATR 42/72,40.0,2.0,42.0,84.0,0.0,22.0,884.0,3.5
Azul,Azul,Embraer ERJ-170,0.0,0.0,5.0,5.0,0.0,39.0,0.0,0.0
Azul,Azul,Embraer ERJ-190,74.0,0.0,14.0,88.0,33.0,46.0,3419.0,4.9
Cathay Pacific,Air Hong Kong,Airbus A300,10.0,0.0,2.0,12.0,0.0,75.0,750.0,14.0
Cathay Pacific,Cathay Dragon,Airbus A320,15.0,0.0,0.0,15.0,0.0,98.0,1470.0,11.6
Cathay Pacific,Cathay Dragon,Airbus A321,8.0,0.0,0.0,8.0,0.0,115.0,919.0,14.2
Cathay Pacific,Cathay Pacific,Airbus A330,42.0,0.0,13.0,55.0,0.0,240.0,10080.0,8.9
Cathay Pacific,Cathay Dragon,Airbus A330,19.0,0.0,0.0,19.0,7.0,240.0,4560.0,16.9
Cathay Pacific,Cathay Pacific,Airbus A340,4.0,0.0,21.0,25.0,0.0,216.0,862.0,19.0
Cathay Pacific,Cathay Pacific,Airbus A350 XWB,9.0,6.0,0.0,15.0,39.0,312.0,2808.0,0.3
Cathay Pacific,Cathay Pacific,Boeing 747,21.0,0.0,63.0,84.0,0.0,316.0,6632.0,5.9
Cathay Pacific,Air Hong Kong,Boeing 747,3.0,0.0,8.0,11.0,0.0,316.0,947.0,25.8
Cathay Pacific,Cathay Pacific,Boeing 777,70.0,0.0,0.0,70.0,0.0,295.0,20619.0,8.0
Cebu Pacific Air,Cebu Pacific Air,Airbus A319,5.0,0.0,5.0,10.0,0.0,90.0,448.0,10.5
Cebu Pacific Air,Cebu Pacific Air,Airbus A320,36.0,0.0,6.0,42.0,0.0,98.0,3528.0,4.4
Cebu Pacific Air,Cebu Pacific Air,Airbus A330,6.0,1.0,0.0,7.0,1.0,240.0,1440.0,2.8
Cebu Pacific Air,Cebu Pacific Air,ATR 42/72,10.0,0.0,1.0,11.0,14.0,22.0,221.0,6.4
Cebu Pacific Air,Cebu Pacific Air,Boeing 757,0.0,0.0,3.0,3.0,0.0,73.0,0.0,0.0
Cebu Pacific Air,Cebu Pacific Air,McDonnell Douglas DC-9,0.0,0.0,19.0,19.0,0.0,45.0,0.0,0.0
China Airlines,China Airlines,Airbus A300,0.0,0.0,20.0,20.0,0.0,75.0,0.0,0.0
China Airlines,Tigerair Taiwan (80%),Airbus A320,9.0,1.0,0.0,10.0,3.0,98.0,882.0,2.3
China Airlines,China Airlines,Airbus A320,0.0,0.0,2.0,2.0,0.0,98.0,0.0,0.0
China Airlines,China Airlines,Airbus A330,24.0,0.0,2.0,26.0,0.0,240.0,5760.0,9.0
China Airlines,China Airlines,Airbus A340,4.0,0.0,3.0,7.0,0.0,216.0,862.0,14.9
China Airlines,Mandarin Airlines (93.99%),Airbus A340,0.0,0.0,1.0,1.0,0.0,216.0,0.0,0.0
China Airlines,China Airlines,Airbus A350 XWB,2.0,4.0,0.0,6.0,12.0,312.0,624.0,0.2
China Airlines,China Airlines,Boeing 737,22.0,1.0,17.0,40.0,2.0,74.0,1628.0,8.9
China Airlines,Mandarin Airlines (93.99%),Boeing 737,1.0,0.0,5.0,6.0,1.0,74.0,74.0,1.3
China Airlines,China Airlines,Boeing 747,25.0,0.0,35.0,60.0,0.0,316.0,7895.0,13.6
China Airlines,Mandarin Airlines (93.99%),Boeing 747,0.0,0.0,5.0,5.0,0.0,316.0,0.0,0.0
China Airlines,China Airlines,Boeing 767,0.0,0.0,2.0,2.0,0.0,187.0,0.0,0.0
China Airlines,China Airlines,Boeing 777,10.0,0.0,0.0,10.0,0.0,295.0,2946.0,1.6
China Airlines,Mandarin Airlines (93.99%),Embraer ERJ-190,6.0,0.0,2.0,8.0,0.0,46.0,277.0,8.8
China Airlines,Mandarin Airlines (93.99%),Fokker F50 / F60,0.0,0.0,7.0,7.0,0.0,18.0,0.0,0.0
China Airlines,Mandarin Airlines (93.99%),Fokker F70 / F100,0.0,0.0,6.0,6.0,0.0,20.0,0.0,0.0
China Airlines,China Airlines,McDonnell Douglas MD-11,0.0,0.0,5.0,5.0,0.0,175.0,0.0,0.0
China Airlines,Mandarin Airlines (93.99%),McDonnell Douglas MD-11,0.0,0.0,5.0,5.0,0.0,175.0,0.0,0.0
China Airlines,Mandarin Airlines (93.99%),Saab 340,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Airbus A300,0.0,0.0,13.0,13.0,0.0,75.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Airbus A310,0.0,0.0,5.0,5.0,0.0,75.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Airbus A319,36.0,0.0,9.0,45.0,0.0,90.0,3226.0,4.1
China Eastern Airlines,China United Airlines,Airbus A319,0.0,0.0,3.0,3.0,0.0,90.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Airbus A320,165.0,2.0,24.0,191.0,130.0,98.0,16170.0,6.8
China Eastern Airlines,China Eastern Airlines,Airbus A321,64.0,3.0,0.0,67.0,2.0,115.0,7354.0,4.2
China Eastern Airlines,Shanghai Airlines,Airbus A321,0.0,0.0,4.0,4.0,0.0,115.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Airbus A330,45.0,0.0,6.0,51.0,0.0,240.0,10800.0,5.6
China Eastern Airlines,Shanghai Airlines,Airbus A330,6.0,0.0,0.0,6.0,0.0,240.0,1440.0,7.0
China Eastern Airlines,China Eastern Airlines,Airbus A340,0.0,0.0,10.0,10.0,0.0,216.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Boeing 737,125.0,1.0,47.0,173.0,41.0,74.0,9248.0,4.9
China Eastern Airlines,China United Airlines,Boeing 737,32.0,1.0,11.0,44.0,0.0,74.0,2367.0,5.4
China Eastern Airlines,Shanghai Airlines,Boeing 737,75.0,0.0,21.0,96.0,0.0,74.0,5549.0,5.0
China Eastern Airlines,China Cargo Airlines,Boeing 747,3.0,0.0,2.0,5.0,0.0,316.0,947.0,13.2
China Eastern Airlines,China Cargo Airlines,Boeing 757,0.0,0.0,2.0,2.0,0.0,73.0,0.0,0.0
China Eastern Airlines,Shanghai Airlines,Boeing 757,0.0,0.0,13.0,13.0,0.0,73.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Boeing 767,0.0,0.0,3.0,3.0,0.0,187.0,0.0,0.0
China Eastern Airlines,Shanghai Airlines,Boeing 767,6.0,0.0,1.0,7.0,0.0,187.0,1121.0,15.7
China Eastern Airlines,China Eastern Airlines,Boeing 777,16.0,0.0,0.0,16.0,5.0,295.0,4713.0,1.2
China Eastern Airlines,China Cargo Airlines,Boeing 777,6.0,0.0,0.0,6.0,0.0,295.0,1767.0,6.2
China Eastern Airlines,China Eastern Airlines,British Aerospace BAe 146/Avro RJ,0.0,0.0,13.0,13.0,0.0,14.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Canadair CRJ-100 Series,0.0,0.0,5.0,5.0,0.0,32.0,0.0,0.0
China Eastern Airlines,Shanghai Airlines,Canadair CRJ-100 Series,0.0,0.0,5.0,5.0,0.0,32.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Embraer ERJ-145,0.0,0.0,10.0,10.0,0.0,20.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,Fokker F70 / F100,0.0,0.0,10.0,10.0,0.0,20.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-11,0.0,0.0,6.0,6.0,0.0,175.0,0.0,0.0
China Eastern Airlines,China Cargo Airlines,McDonnell Douglas MD-11,0.0,0.0,9.0,9.0,0.0,175.0,0.0,0.0
China Eastern Airlines,Shanghai Airlines,McDonnell Douglas MD-11,0.0,0.0,4.0,4.0,0.0,175.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-80,0.0,0.0,16.0,16.0,0.0,45.0,0.0,0.0
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-90,0.0,0.0,9.0,9.0,0.0,45.0,0.0,0.0
China Southern Airlines,China Southern Airlines,Airbus A300,0.0,0.0,6.0,6.0,0.0,75.0,0.0,0.0
China Southern Airlines,China Southern Airlines,Airbus A319,34.0,0.0,7.0,41.0,0.0,90.0,3046.0,10.6
China Southern Airlines,China Southern Airlines,Airbus A320,123.0,8.0,14.0,145.0,25.0,98.0,12054.0,7.3
China Southern Airlines,China Southern Airlines,Airbus A321,88.0,5.0,0.0,93.0,27.0,115.0,10111.0,6.5
China Southern Airlines,China Southern Airlines,Airbus A330,38.0,1.0,0.0,39.0,13.0,240.0,9120.0,5.8
China Southern Airlines,China Southern Airlines,Airbus A380,5.0,0.0,0.0,5.0,17.0,433.0,2163.0,5.1
China Southern Airlines,China Southern Airlines,ATR 42/72,0.0,0.0,5.0,5.0,0.0,22.0,0.0,0.0
China Southern Airlines,China Southern Airlines,Boeing 737,169.0,0.0,65.0,234.0,1.0,74.0,12503.0,6.8
China Southern Airlines,China Southern Airlines,Boeing 747,2.0,0.0,0.0,2.0,0.0,316.0,632.0,14.4
China Southern Airlines,China Southern Airlines,Boeing 757,7.0,0.0,24.0,31.0,0.0,73.0,508.0,17.8
China Southern Airlines,China Southern Airlines,Boeing 767,0.0,0.0,6.0,6.0,0.0,187.0,0.0,0.0
China Southern Airlines,China Southern Airlines,Boeing 777,26.0,0.0,6.0,32.0,0.0,295.0,7658.0,5.9
China Southern Airlines,China Southern Airlines,Boeing 787 Dreamliner,10.0,0.0,0.0,10.0,12.0,265.0,2651.0,3.3
China Southern Airlines,China Southern Airlines,Embraer ERJ-145,0.0,0.0,6.0,6.0,0.0,20.0,0.0,0.0
China Southern Airlines,China Southern Airlines,Embraer ERJ-190,20.0,0.0,0.0,20.0,0.0,46.0,924.0,4.7
China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-80,0.0,0.0,23.0,23.0,0.0,45.0,0.0,0.0
China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-90,0.0,0.0,13.0,13.0,0.0,45.0,0.0,0.0
Copa Airlines,Copa Airlines,Boeing 737,76.0,1.0,33.0,110.0,65.0,74.0,5622.0,6.3
Copa Airlines,Copa Airlines Colombia,Boeing 737,1.0,0.0,0.0,1.0,0.0,74.0,74.0,17.2
Copa Airlines,Copa Airlines,Embraer ERJ-190,12.0,0.0,3.0,15.0,0.0,46.0,554.0,9.7
